"Date","Reference","Ticker","Type","Quantity","Price/share","Gross Amount","CCY","FX Rate","Fee","Net Amt.","Tax Amt."
"24/09/2021 15:12:12","NRYKQR8XZA","BBL","Buy","0.097494394","51.29","5.00","USD","","","5.00",""
"24/09/2021 15:11:25","RFUZK6NK76","VTR","Buy","0.089589679","55.81","5.00","USD","","","5.00",""
"24/09/2021 07:01:53","","USD","Balance adjustment","","","0.01","","","","",""
"24/09/2021 05:59:52","","USD","Balance adjustment","","","-0.01","","","","",""
"23/09/2021 14:11:43","4HWALQBB9E","STAG","Buy","0.192492781","41.56","8.00","USD","","","8.00",""
"23/09/2021 14:11:05","GSJEMSQM7A","KLAC","Sell","0.013554911","370.49","5.02","USD","","","5.02",""
"23/09/2021 14:06:37","HUJJ8YFATK","ROP","Sell","0.004147807","464.71","1.93","USD","","","1.93",""
"23/09/2021 11:27:18","WTIJUF3COA","USD","Conversion","","","11.71","USD","0.85368","","11.71",""
"23/09/2021 11:27:18","WTIJUF3COA","EUR","Conversion","","","-10.00","EUR","1.17140","","-10.00",""
"23/09/2021 11:06:53","DZM9PSWLUO","USD","Conversion","","","11.71","USD","0.85361","","11.71",""
"23/09/2021 11:06:53","DZM9PSWLUO","EUR","Conversion","","","-10.00","EUR","1.17150","","-10.00",""
"23/09/2021 07:03:59","","USD","Balance adjustment","","","0.01","","","","",""
"22/09/2021 18:34:12","N9XIXW4WIO","AGNC","Sell","0.122812404","16.25","2.00","USD","","","2.00",""
"22/09/2021 15:49:02","W4QAVAEVWE","","Withdrawal","","","-5.00","EUR","","","-5.00",""
"22/09/2021 14:36:37","2DJS5M918C","PPL","Buy","0.262008734","28.63","7.50","USD","","","7.50",""
"22/09/2021 14:36:21","LKDQ0BQY15","PGR","Buy","0.054133059","92.37","5.00","USD","","","5.00",""
"22/09/2021 14:35:40","IDSYTW449O","DTE","Buy","0.043855802","114.01","5.00","USD","","","5.00",""
"22/09/2021 14:35:14","N7HWTXQQWK","CUBE","Buy","0.096646371","51.74","5.00","USD","","","5.00",""
"22/09/2021 14:35:03","RXTAGRTVXD","STT","Buy","0.059812190","83.60","5.00","USD","","","5.00",""
"22/09/2021 14:34:29","M96OW179HI","CSCO","Buy","0.135342416","55.42","7.50","USD","","","7.50",""
"22/09/2021 14:34:15","PAZBYM8UXJ","CCI","Buy","0.026494277","188.72","5.00","USD","","","5.00",""
"22/09/2021 14:33:58","UP3LZRIJJS","ED","Buy","0.068068886","73.46","5.00","USD","","","5.00",""
"22/09/2021 14:33:47","3HUXWQY3K0","COP","Buy","0.046089728","61.19","2.82","USD","","","2.82",""
"22/09/2021 14:33:26","CSKPWYSBXR","FE","Buy","0.135519718","36.90","5.00","USD","","","5.00",""
"22/09/2021 14:33:13","6TQ4MLKI8U","USD","Conversion","","","52.82","USD","0.85193","","52.82",""
"22/09/2021 14:33:13","6TQ4MLKI8U","EUR","Conversion","","","-45.00","EUR","1.17380","","-45.00",""
"22/09/2021 14:31:57","MGBN1TQIZA","IRM","Buy","0.089007566","44.94","4.00","USD","","","4.00",""
"22/09/2021 14:31:44","NGTRUAKBJW","MO","Buy","0.082414752","48.54","4.00","USD","","","4.00",""
"22/09/2021 14:31:23","LGR9L1DSBK","CL","Buy","0.052046061","76.86","4.00","USD","","","4.00",""
"22/09/2021 14:31:15","7HFT4EZCP8","KMI","Buy","0.248370071","16.11","4.00","USD","","","4.00",""
"22/09/2021 14:30:28","T112TWFXII","KHC","Buy","0.274612110","36.42","10.00","USD","","","10.00",""
"22/09/2021 14:29:59","GLIQESIE7S","GILD","Buy","0.069930070","71.50","5.00","USD","","","5.00",""
"22/09/2021 14:15:21","VTQBAURTJ8","VICI","Buy","0.336763962","29.64","9.98","USD","","","9.98",""
"22/09/2021 13:34:24","1BTHRC5J18","ABBV","Buy","0.093383761","107.09","10.00","USD","","","10.00",""
"22/09/2021 13:34:05","FGVVCLHNG2","MDT","Buy","0.062242278","128.53","8.00","USD","","","8.00",""
"22/09/2021 12:44:42","CTICO3K8NT","USD","Conversion","","","58.67","USD","0.85222","","58.67",""
"22/09/2021 12:44:42","CTICO3K8NT","EUR","Conversion","","","-50.00","EUR","1.17340","","-50.00",""
"22/09/2021 06:31:59","","USD","Balance adjustment","","","-0.01","","","","",""
"21/09/2021 17:20:20","ZEDFXDK9GV","HAS","Buy","0.063785680","94.07","6.00","USD","","","6.00",""
"21/09/2021 17:19:36","CVSWR8XG2V","NLY","Sell","0.699161985","8.71","6.09","USD","","","6.09",""
"21/09/2021 15:24:47","EVH3UVWPYP","PRU","Buy","0.102748523","97.33","10.00","USD","","","10.00",""
"21/09/2021 15:23:47","42EA4NF4HT","KEY","Buy","0.503905266","19.85","10.00","USD","","","10.00",""
"21/09/2021 15:23:31","AMZWFTIMOG","MET","Buy","0.171909919","58.17","10.00","USD","","","10.00",""
"21/09/2021 15:23:13","A5WJC1G2KI","CFG","Buy","0.179964007","41.68","7.50","USD","","","7.50",""
"21/09/2021 15:22:58","BLA2U9JPTJ","IVZ","Buy","0.212269157","23.56","5.00","USD","","","5.00",""
"21/09/2021 14:24:01","ICO7C7Q8F3","NUE","Buy","0.031678986","94.70","3.00","USD","","","3.00",""
"21/09/2021 14:23:18","FCUCFLWTOL","ADP","Buy","0.015242353","196.82","3.00","USD","","","3.00",""
"21/09/2021 14:19:17","K5OT4LODJD","GFI","Buy","0.614628150","8.14","5.00","USD","","","5.00",""
"21/09/2021 13:42:03","CCNJWAJU5Y","AVGO","Buy","0.010184959","490.92","5.00","USD","","","5.00",""
"21/09/2021 13:41:37","GKZYBFPBUA","USD","Conversion","","","58.67","USD","0.85222","","58.67",""
"21/09/2021 13:41:37","GKZYBFPBUA","EUR","Conversion","","","-50.00","EUR","1.17340","","-50.00",""
"21/09/2021 06:52:35","","USD","Balance adjustment","","","0.01","","","","",""
"21/09/2021 06:20:57","CCX8CEQZGW","","Deposit","","","1500.00","EUR","","","1500.00",""
"20/09/2021 18:50:31","94NITGBHVZ","NLY","Buy","0.466472303","8.58","4.00","USD","","","4.00",""
"20/09/2021 18:50:00","2ZDTL0PA2Y","CAH","Buy","0.146412884","51.23","7.50","USD","","","7.50",""
"20/09/2021 18:49:34","OE9O0WOL0S","SRE","Buy","0.046168052","129.96","6.00","USD","","","6.00",""
"20/09/2021 18:49:21","0HFSMKVDVK","PM","Buy","0.049872824","100.26","5.00","USD","","","5.00",""
"20/09/2021 18:49:04","DY9NQWN1HT","EIX","Buy","0.087404947","57.21","5.00","USD","","","5.00",""
"20/09/2021 18:48:46","RV85XM1FCL","PSEC","Buy","0.521852577","7.67","4.00","USD","","","4.00",""
"20/09/2021 18:45:32","WTB0KVETHY","BTI","Buy","0.221821711","36.07","8.00","USD","","","8.00",""
"20/09/2021 18:45:11","8RJRIDMDTS","MAIN","Buy","0.322941250","40.26","13.00","USD","","","13.00",""
"20/09/2021 18:44:44","MBELIOELIJ","CVX","Buy","0.085566073","93.50","8.00","USD","","","8.00",""
"20/09/2021 18:44:12","G5UYGFMYMR","BNS","Buy","0.134986923","59.27","8.00","USD","","","8.00",""
"20/09/2021 18:42:24","TZWBI3FREL","RY","Buy","0.041101521","97.32","4.00","USD","","","4.00",""
"20/09/2021 18:41:53","W476GJFSB8","MRK","Buy","0.265567126","71.55","19.00","USD","","","19.00",""
"20/09/2021 18:41:34","XWFSQSCXQS","IBM","Buy","0.067664085","133.01","9.00","USD","","","9.00",""
"20/09/2021 18:41:14","JSWAW3PRGJ","KO","Buy","0.167177487","53.84","9.00","USD","","","9.00",""
"20/09/2021 18:40:40","NIUJZPPR9M","MMM","Buy","0.050128105","179.54","9.00","USD","","","9.00",""
"20/09/2021 18:40:21","HLUXKUXC4K","BEN","Buy","0.139195383","29.46","4.10","USD","","","4.10",""
"20/09/2021 18:39:33","4HHC0GL7GV","O","Buy","0.297000297","67.34","20.00","USD","","","20.00",""
"20/09/2021 18:37:35","IALLTSJU63","PEP","Buy","0.052294418","152.98","8.00","USD","","","8.00",""
"20/09/2021 18:36:59","VFR0MYUAQS","DOW","Buy","0.180261379","55.48","10.00","USD","","","10.00",""
"20/09/2021 14:23:45","VQBCQIB4SN","LTC","Buy","0.602409639","33.20","20.00","USD","","","20.00",""
"20/09/2021 13:30:12","C4SR38MJXK","TEF","Sell","0.406091371","4.81","1.95","USD","","","1.95",""
"20/09/2021 12:15:19","JC4NJKDFQL","USD","Conversion","","","175.68","USD","0.85383","","175.68",""
"20/09/2021 12:15:19","JC4NJKDFQL","EUR","Conversion","","","-150.00","EUR","1.17120","","-150.00",""
"20/09/2021 11:39:10","LG5NQOH873","USD","Conversion","","","1.96","USD","0.73142","","1.96",""
"20/09/2021 11:39:10","LG5NQOH873","GBP","Conversion","","","-1.44","GBP","1.36720","","-1.44",""
"20/09/2021 09:08:33","2MZNSGTCMW","GBP","Conversion","","","0.72","GBP","1.37191","","0.72",""
"20/09/2021 09:08:33","2MZNSGTCMW","USD","Conversion","","","-1.00","USD","0.72891","","-1.00",""
"20/09/2021 08:28:53","WOAW1GBBMJ","","Deposit","","","150.00","EUR","","","150.00",""
"18/09/2021 10:20:17","ZW6HDDZC9K","EBAY","Dividend","","","0.02","USD","","","0.01","0.01"
"17/09/2021 06:12:54","","USD","Balance adjustment","","","-0.01","","","","",""
"16/09/2021 16:47:56","UODYA67XW1","KLAC","Buy","0.013554911","368.87","5.00","USD","","","5.00",""
"16/09/2021 16:31:49","FQA6VZPQVD","PSEC","Buy","0.634115409","7.89","5.00","USD","","","5.00",""
"16/09/2021 16:31:33","3MGCDPBUES","KLAC","Sell","0.030478977","369.08","11.25","USD","","","11.25",""
"16/09/2021 11:42:00","DKIXZ4GNLH","MCD","Dividend","","","0.06","USD","","","0.05","0.01"
"16/09/2021 11:42:00","3MIBXJCECU","O","Dividend","","","0.03","USD","","","0.02","0.01"
"16/09/2021 11:41:59","Q1I5JCOLEG","HSY","Dividend","","","0.05","USD","","","0.04","0.01"
"15/09/2021 18:03:39","QNJR70JAQU","PM","Buy","0.048164917","103.81","5.00","USD","","","5.00",""
"15/09/2021 18:02:39","6KDQLCR34I","USB","Buy","0.086452840","57.84","5.00","USD","","","5.00",""
"15/09/2021 18:02:08","8KK0KAXXYG","EIX","Buy","0.084516565","59.16","5.00","USD","","","5.00",""
"15/09/2021 17:56:58","S9BJK786KV","AAPL","Sell","0.067870329","148.28","10.06","USD","","","10.06",""
"15/09/2021 17:56:43","IHVPYWHR2U","SRE","Buy","0.029364264","136.22","4.00","USD","","","4.00",""
"15/09/2021 17:52:36","VQSF33KQNL","MSFT","Sell","0.031617010","304.62","9.63","USD","","","9.63",""
"13/09/2021 15:59:34","Z6G1S4B1TG","MRK","Buy","0.013667737","73.17","1.00","USD","","","1.00",""
"13/09/2021 15:59:17","MFMHUX6PRM","KO","Buy","0.017801513","56.18","1.00","USD","","","1.00",""
"13/09/2021 15:57:35","FO8DDGKAUN","EBAY","Sell","0.013758943","72.68","1.00","USD","","","1.00",""
"13/09/2021 15:56:24","FNIJZBTAKU","NLY","Sell","0.115540150","8.66","1.00","USD","","","1.00",""
"13/09/2021 09:18:15","QBMMC7BFOQ","TGT","Dividend","","","0.03","USD","","","0.02","0.01"
"13/09/2021 09:18:15","YGIYYMSFSU","WBA","Dividend","","","0.10","USD","","","0.08","0.02"
"13/09/2021 08:30:29","65Y6E9NZET","GBP","Conversion","","","0.72","GBP","1.38141","","0.72",""
"13/09/2021 08:30:29","65Y6E9NZET","USD","Conversion","","","-1.00","USD","0.72390","","-1.00",""
"10/09/2021 13:53:44","PJTKC9VKI4","MSFT","Dividend","","","0.02","USD","","","0.01","0.01"
"09/09/2021 08:22:56","","USD","Balance adjustment","","","0.01","","","","",""
"08/09/2021 11:12:38","OKOJ7TM5VI","JNJ","Dividend","","","0.03","USD","","","0.02","0.01"
"07/09/2021 18:26:09","E4TVTHNJQU","INTC","Buy","0.111846398","53.65","6.00","USD","","","6.00",""
"07/09/2021 18:25:53","PQRJHP9FJC","WDC","Sell","0.082487833","60.62","5.00","USD","","","5.00",""
"07/09/2021 15:54:41","FCCE7Z38WG","WDC","Buy","0.082169269","60.85","5.00","USD","","","5.00",""
"07/09/2021 13:34:01","MR9HWXSEXL","WDC","Buy","0.082358755","60.71","5.00","USD","","","5.00",""
"06/09/2021 17:24:31","THF1PRVIFL","USD","Conversion","","","11.87","USD","0.84239","","11.87",""
"06/09/2021 17:24:31","THF1PRVIFL","EUR","Conversion","","","-10.00","EUR","1.18710","","-10.00",""
"06/09/2021 15:24:12","9DCLQMNNON","","Deposit","","","10.00","EUR","","","10.00",""
"06/09/2021 07:42:26","","USD","Balance adjustment","","","-0.01","","","","",""
"03/09/2021 16:51:29","H5XEGSWUMB","ORAN","Buy","0.203613927","11.35","2.31","USD","","","2.31",""
"03/09/2021 16:50:43","LYRSLZVTZK","TEF","Buy","0.406091371","4.93","2.00","USD","","","2.00",""
"03/09/2021 16:50:17","VKR5FLXWKK","IVR","Buy","1.000000000","3.08","3.08","USD","","","3.08",""
"03/09/2021 16:50:03","ELPN7HLIZH","NLY","Buy","0.348229832","8.62","3.00","USD","","","3.00",""
"03/09/2021 16:48:48","JAQ6VUJSSF","DUOL","Sell","0.065658486","158.35","10.40","USD","","","10.40",""
"01/09/2021 13:40:26","LZAPQU6M5S","FRT","Buy","0.040951718","122.10","5.00","USD","","","5.00",""
"01/09/2021 13:33:05","D9LMZBPKJN","FRT","Sell","0.040799674","122.55","5.00","USD","","","5.00",""
"30/08/2021 14:21:16","OZKDTXNBCW","CAH","Buy","0.022209347","51.78","1.15","USD","","","1.15",""
"30/08/2021 14:21:07","QYJFKKICJK","PEP","Buy","0.006444752","155.17","1.00","USD","","","1.00",""
"30/08/2021 14:20:58","OXEIXJGIUK","KMB","Buy","0.007321984","136.58","1.00","USD","","","1.00",""
"30/08/2021 14:20:52","PACRKHRCSR","STAG","Buy","0.023747328","42.11","1.00","USD","","","1.00",""
"30/08/2021 14:20:43","ZO4IPPRPJK","T","Buy","0.036839197","27.15","1.00","USD","","","1.00",""
"30/08/2021 14:20:36","CTTWKGHPIO","CVX","Buy","0.010194719","98.09","1.00","USD","","","1.00",""
"30/08/2021 14:20:28","WXF8TMIGZC","GWW","Buy","0.002292999","436.11","1.00","USD","","","1.00",""
"30/08/2021 14:20:21","9MRCYQYE4W","WMT","Buy","0.027185918","147.14","4.00","USD","","","4.00",""
"30/08/2021 14:20:11","HCLE55TDQG","AGNC","Buy","0.061406202","16.29","1.00","USD","","","1.00",""
"30/08/2021 14:20:02","F3IOH1IYD3","MDT","Buy","0.007467423","133.92","1.00","USD","","","1.00",""
"30/08/2021 14:19:52","6XESYYSQ2H","BMO","Buy","0.010001000","99.99","1.00","USD","","","1.00",""
"30/08/2021 14:19:44","ID59UQNGIW","NUE","Buy","0.008261049","121.05","1.00","USD","","","1.00",""
"30/08/2021 14:19:36","23RXYBLO1R","BNS","Buy","0.016011528","62.46","1.00","USD","","","1.00",""
"30/08/2021 14:19:30","JE23UHX1YY","BTI","Buy","0.026741543","37.40","1.00","USD","","","1.00",""
"30/08/2021 14:19:22","DZEP8NV0YJ","CAT","Buy","0.004728021","211.51","1.00","USD","","","1.00",""
"30/08/2021 14:19:16","ZDEOMHFRUW","MAIN","Buy","0.023892008","41.86","1.00","USD","","","1.00",""
"30/08/2021 14:19:09","OD3LVKPZAW","PPG","Buy","0.006139678","162.88","1.00","USD","","","1.00",""
"30/08/2021 14:19:02","0NFKBI9VHV","PSEC","Buy","0.124921924","8.01","1.00","USD","","","1.00",""
"30/08/2021 14:18:52","UPH9WYNZLW","ROP","Buy","0.002073871","482.19","1.00","USD","","","1.00",""
"30/08/2021 14:18:40","CWIW7SKYHU","RY","Buy","0.009576709","104.42","1.00","USD","","","1.00",""
"30/08/2021 14:18:33","0I4I1LU1GQ","SHW","Buy","0.003263282","306.44","1.00","USD","","","1.00",""
"30/08/2021 14:18:23","EW3NDTC7QI","SYY","Buy","0.012684721","78.84","1.00","USD","","","1.00",""
"30/08/2021 14:18:14","MWQ6GWTLMC","TROW","Buy","0.004491052","222.67","1.00","USD","","","1.00",""
"30/08/2021 14:17:43","IZTLIF2FQJ","ROP","Buy","0.002073936","482.18","1.00","USD","","","1.00",""
"30/08/2021 14:17:29","I72TRJ1SGN","GWW","Buy","0.002293499","436.02","1.00","USD","","","1.00",""
"30/08/2021 14:17:11","XAQIATY3KI","SHW","Buy","0.003261525","306.61","1.00","USD","","","1.00",""
"30/08/2021 14:16:52","EKX2VXBCVE","BEN","Buy","0.030548343","32.74","1.00","USD","","","1.00",""
"30/08/2021 14:16:39","RRJGYBLTFX","TROW","Buy","0.004493372","222.55","1.00","USD","","","1.00",""
"30/08/2021 14:16:24","2N583L8NEM","ADM","Buy","0.016598888","60.25","1.00","USD","","","1.00",""
"30/08/2021 14:16:02","QTXXWI8GQN","EMR","Buy","0.009510223","105.15","1.00","USD","","","1.00",""
"30/08/2021 14:15:48","RR29MNWPYG","NUE","Buy","0.008260026","121.07","1.00","USD","","","1.00",""
"30/08/2021 14:15:34","UWB8W22XWE","MDT","Buy","0.007466030","133.94","1.00","USD","","","1.00",""
"30/08/2021 14:15:20","2SFYDRFS0K","PPG","Buy","0.006143261","162.78","1.00","USD","","","1.00",""
"30/08/2021 14:15:07","PFWWGK0ERQ","STAG","Buy","0.023772733","42.07","1.00","USD","","","1.00",""
"30/08/2021 14:14:48","6N8NJWQKSU","AGNC","Buy","0.061406202","16.29","1.00","USD","","","1.00",""
"30/08/2021 14:14:34","Y03DKRUSAN","PSEC","Buy","0.124766064","8.02","1.00","USD","","","1.00",""
"30/08/2021 14:14:17","J7OD3RPCPV","CVX","Buy","0.010198358","98.06","1.00","USD","","","1.00",""
"30/08/2021 14:14:03","VOHZOBKEDJ","ECL","Buy","0.004427914","225.84","1.00","USD","","","1.00",""
"30/08/2021 14:13:49","PGRA07V3WY","ADP","Buy","0.004770082","209.64","1.00","USD","","","1.00",""
"30/08/2021 14:13:36","WJFAMHL4AL","MAIN","Buy","0.023920584","41.81","1.00","USD","","","1.00",""
"30/08/2021 14:13:17","N1TDFY6VJE","KMB","Buy","0.007320644","136.60","1.00","USD","","","1.00",""
"30/08/2021 14:12:54","9AYEU3NPH8","WMT","Buy","0.006804110","146.97","1.00","USD","","","1.00",""
"30/08/2021 14:12:05","PSQQM6GRJK","SYY","Buy","0.012656626","79.01","1.00","USD","","","1.00",""
"30/08/2021 14:11:51","6D8LTZJ5V3","CB","Buy","0.005423729","184.38","1.00","USD","","","1.00",""
"30/08/2021 14:11:37","CI0ABW04UC","BNS","Buy","0.015983377","62.57","1.00","USD","","","1.00",""
"30/08/2021 14:11:23","EHNBPJXG9O","BTI","Buy","0.026712969","37.44","1.00","USD","","","1.00",""
"30/08/2021 14:10:48","5B3VGS4L0V","BMO","Buy","0.009996501","100.04","1.00","USD","","","1.00",""
"30/08/2021 14:10:19","DYFSUKOWKY","RY","Buy","0.009572126","104.47","1.00","USD","","","1.00",""
"30/08/2021 14:10:03","OMFAMYTABX","GD","Buy","0.005029422","198.83","1.00","USD","","","1.00",""
"30/08/2021 14:09:49","WNMVNMA67T","CAH","Buy","0.019310611","51.79","1.00","USD","","","1.00",""
"30/08/2021 14:09:39","ALEZ4PCNUE","IBM","Buy","0.007193727","139.01","1.00","USD","","","1.00",""
"30/08/2021 14:09:17","TLWRCILKTO","CAT","Buy","0.004721993","211.78","1.00","USD","","","1.00",""
"30/08/2021 14:09:04","KUGO20TZNM","JPM","Buy","0.006242587","160.19","1.00","USD","","","1.00",""
"30/08/2021 14:07:44","J1DVMEPURW","T","Buy","0.036907178","27.10","1.00","USD","","","1.00",""
"30/08/2021 14:07:25","ERNGMX5I8N","PEP","Buy","0.006447661","155.10","1.00","USD","","","1.00",""
"30/08/2021 14:04:37","0SLE2COR1T","MMM","Buy","0.005106991","195.81","1.00","USD","","","1.00",""
"30/08/2021 14:03:29","F3X4HP3HQE","USD","Conversion","","","58.97","USD","0.84782","","58.97",""
"30/08/2021 14:03:29","F3X4HP3HQE","EUR","Conversion","","","-50.00","EUR","1.17950","","-50.00",""
"30/08/2021 13:27:27","NII3TVNPUQ","","Deposit","","","50.00","EUR","","","50.00",""
"27/08/2021 07:05:49","","USD","Balance adjustment","","","0.01","","","","",""
"26/08/2021 16:20:57","ASTT1P8DWY","DUOL","Buy","0.008315663","120.26","1.00","USD","","","1.00",""
"26/08/2021 16:20:45","WI2XU81B4C","MSFT","Sell","0.003322370","300.99","1.00","USD","","","1.00",""
"25/08/2021 13:55:13","HZD5K4YK1Q","ORC","Buy","1.941785277","5.15","10.00","USD","","","10.00",""
"25/08/2021 13:54:56","5HMXKBBV83","BKNG","Sell","0.004517467","2246.49","10.15","USD","","","10.15",""
"25/08/2021 12:11:44","","USD","Balance adjustment","","","-0.01","","","","",""
"24/08/2021 19:31:39","KCFTIP592I","DUOL","Buy","0.022859403","126.43","2.89","USD","","","2.89",""
"24/08/2021 19:31:12","I6T0GVEYDQ","FRT","Buy","0.084584479","118.23","10.00","USD","","","10.00",""
"24/08/2021 19:30:23","A7C9ZFLAR7","EBAY","Buy","0.137240102","72.87","10.00","USD","","","10.00",""
"24/08/2021 19:30:01","IZJMGOMRLU","KLAC","Buy","0.030478977","328.10","10.00","USD","","","10.00",""
"24/08/2021 19:29:43","180AGH3A2H","CMI","Buy","0.042380962","235.96","10.00","USD","","","10.00",""
"24/08/2021 19:29:32","GQSABLOLVB","ITW","Buy","0.043402778","230.40","10.00","USD","","","10.00",""
"24/08/2021 19:29:12","NRWRLGYI0Y","USD","Conversion","","","52.89","USD","0.85077","","52.89",""
"24/08/2021 19:29:12","NRWRLGYI0Y","EUR","Conversion","","","-45.00","EUR","1.17540","","-45.00",""
"24/08/2021 17:40:06","CYNTLFVMF7","DUOL","Buy","0.030775224","128.35","3.95","USD","","","3.95",""
"24/08/2021 17:39:41","GIVNTLVJ7P","NI","Sell","0.039115979","25.20","0.99","USD","","","0.99",""
"24/08/2021 17:39:29","N59MPEMTFT","NUAN","Sell","0.018223235","55.06","1.00","USD","","","1.00",""
"24/08/2021 17:39:16","FQ65S5W4V2","FTV","Sell","0.013588803","73.90","1.00","USD","","","1.00",""
"24/08/2021 15:15:58","FMRWID7H4R","BKNG","Buy","0.004517467","2213.63","10.00","USD","","","10.00",""
"24/08/2021 15:10:55","G7C0T56LY1","PG","Buy","0.069795847","143.28","10.00","USD","","","10.00",""
"24/08/2021 15:09:14","DOSUZ8YXEF","JNJ","Buy","0.027994662","176.11","4.93","USD","","","4.93",""
"24/08/2021 15:06:40","IC7CKIGTFJ","LTC","Buy","0.293341156","34.09","10.00","USD","","","10.00",""
"24/08/2021 14:56:06","E76DVJJPKP","MT","Buy","0.289897087","34.50","10.00","USD","","","10.00",""
"24/08/2021 14:43:53","MGAKDPHOBB","F","Sell","0.077790743","12.99","1.01","USD","","","1.01",""
"24/08/2021 13:45:45","TPWCCGI9UK","BABA","Sell","0.006042844","169.82","1.03","USD","","","1.03",""
"23/08/2021 14:26:05","0XJLSRYBHU","NIO","Sell","0.026838433","37.88","1.02","USD","","","1.02",""
"23/08/2021 14:03:55","VIUNU3DYXD","SPCE","Sell","0.039840637","25.53","1.02","USD","","","1.02",""
"23/08/2021 14:03:45","7PZQJMUTMZ","BMO","Sell","0.010015524","101.19","1.01","USD","","","1.01",""
"23/08/2021 14:03:34","4AOOZS19SH","AMC","Sell","0.028441411","35.86","1.02","USD","","","1.02",""
"23/08/2021 14:03:17","S2PYKNH6YO","HQY","Sell","0.015983377","64.02","1.02","USD","","","1.02",""
"23/08/2021 14:03:01","XCM3G3R9GB","EC","Sell","0.076893502","13.50","1.04","USD","","","1.04",""
"23/08/2021 14:02:51","FIEG830AWP","BP","Sell","0.042149631","24.47","1.03","USD","","","1.03",""
"23/08/2021 14:02:37","IX9UKM77BG","CCL","Sell","0.045547711","22.89","1.04","USD","","","1.04",""
"23/08/2021 09:23:06","","USD","Balance adjustment","","","0.01","","","","",""
"20/08/2021 19:57:52","VYPA3OBPZ2","CMS","Sell","0.015614021","64.72","1.01","USD","","","1.01",""
"20/08/2021 19:56:50","ZN1MNVMSHJ","ACGL","Sell","0.024029797","42.10","1.01","USD","","","1.01",""
"20/08/2021 18:21:11","WNPH668YLL","FND","Sell","0.008712319","117.55","1.02","USD","","","1.02",""
"20/08/2021 16:13:13","EUVAIS1Q3E","LNT","Sell","0.016248274","62.20","1.01","USD","","","1.01",""
"20/08/2021 16:13:00","VS20ONM0JT","CHNG","Sell","0.047047753","21.48","1.01","USD","","","1.01",""
"20/08/2021 15:54:25","9W9DRF29JI","TIMB","Sell","0.092293493","11.03","1.02","USD","","","1.02",""
"20/08/2021 15:54:08","WCFM6VCPKN","ZION","Sell","0.018846589","53.77","1.01","USD","","","1.01",""
"20/08/2021 13:48:28","BZ6CTPH2DT","PFE","Sell","0.020639835","49.52","1.02","USD","","","1.02",""
"20/08/2021 13:48:18","NJ8GAS9PZC","NOK","Sell","0.171673820","5.93","1.02","USD","","","1.02",""
"20/08/2021 13:48:08","AONUYCR3JQ","EXR","Sell","0.005741352","177.32","1.02","USD","","","1.02",""
"20/08/2021 13:48:00","DMAXVWLW2F","JKHY","Sell","0.005819198","176.51","1.03","USD","","","1.03",""
"20/08/2021 13:47:49","9AUBDFRXQP","INFO","Sell","0.008744316","117.72","1.03","USD","","","1.03",""
"20/08/2021 13:47:40","9QU4MGAAZL","DIDI","Sell","0.133422282","7.73","1.03","USD","","","1.03",""
"20/08/2021 13:47:29","Z6B8W8ANMV","NVDA","Sell","0.005306870","201.48","1.07","USD","","","1.07",""
"20/08/2021 13:47:01","IF9LIKGMBS","AAPL","Sell","0.144761388","147.42","21.34","USD","","","21.34",""
"20/08/2021 07:39:58","","USD","Balance adjustment","","","-0.01","","","","",""
"19/08/2021 13:46:15","95XK6QM07L","AAPL","Buy","0.145405796","145.46","21.15","USD","","","21.15",""
"19/08/2021 13:40:25","GPUBNFKX0N","SPCE","Buy","0.039840637","25.10","1.00","USD","","","1.00",""
"19/08/2021 13:40:18","TD6RO6E7ZI","CCL","Buy","0.045547711","21.96","1.00","USD","","","1.00",""
"19/08/2021 13:40:08","MMVAUSFEK8","PFE","Buy","0.020639835","48.45","1.00","USD","","","1.00",""
"19/08/2021 13:39:59","2JMLCPYOFR","NOK","Buy","0.171673820","5.83","1.00","USD","","","1.00",""
"19/08/2021 13:39:51","WPIE5SEA1K","F","Buy","0.077790743","12.86","1.00","USD","","","1.00",""
"19/08/2021 13:39:43","KSWX4TDGHL","BABA","Buy","0.006042844","165.49","1.00","USD","","","1.00",""
"19/08/2021 13:39:33","21EFFUZW6M","BP","Buy","0.042149631","23.73","1.00","USD","","","1.00",""
"19/08/2021 13:39:26","PMC7WGD1XV","NIO","Buy","0.026838433","37.26","1.00","USD","","","1.00",""
"19/08/2021 13:39:17","0ZHNVWNEGL","AMC","Buy","0.028441411","35.16","1.00","USD","","","1.00",""
"19/08/2021 13:39:10","PD79IUOC3Q","FND","Buy","0.008712319","114.78","1.00","USD","","","1.00",""
"19/08/2021 13:39:01","PE7YY77L5U","NVDA","Buy","0.005306870","188.44","1.00","USD","","","1.00",""
"19/08/2021 13:38:54","RMZHD9VZ9F","HQY","Buy","0.015983377","62.57","1.00","USD","","","1.00",""
"19/08/2021 13:38:47","TAXTAELVCG","TIMB","Buy","0.092293493","10.84","1.00","USD","","","1.00",""
"19/08/2021 13:38:39","O43MHQEM48","ZION","Buy","0.018846589","53.06","1.00","USD","","","1.00",""
"19/08/2021 13:38:31","ILEOMGEX2X","EXR","Buy","0.005741352","174.18","1.00","USD","","","1.00",""
